bacteria.names,n.hosts,bacteria.phbs,motility,gram,spore,oxygen,zoonotic,cell,bacteria.phbs.no.human,family,genus,vector.borne,Nucleotide.records,Nucleotide.records.log,PHB.max,PHB.mean,PHB.median,PubMed.records.log,SRA.records.log
Actinotignum urinale,1,0,Non-motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0,Actinomycetaceae,Actinotignum,No,66,1.81954393554187,0,0,0,0.477121254719662,0.301029995663981
Adlercreutzia equolifaciens,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Eggerthellaceae,Adlercreutzia,No,22,1.34242268082221,0,0,0,1.32221929473392,0.845098040014257
Aerococcus christensenii,1,0,Non-motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0,Aerococcaceae,Aerococcus,No,335,2.52504480703685,0,0,0,1.11394335230684,0.778151250383644
Aerococcus sanguinicola,1,0,Non-motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0,Aerococcaceae,Aerococcus,No,20,1.30102999566398,0,0,0,1.27875360095283,0.778151250383644
Aerococcus suis,1,0,Non-motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0,Aerococcaceae,Aerococcus,No,3,0.477121254719662,0,0,0,0.477121254719662,0.954242509439325
Aerococcus urinae,1,0,Non-motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0,Aerococcaceae,Aerococcus,No,248,2.39445168082622,0,0,0,2.06069784035361,1.27875360095283
Aerococcus urinaeequi,1,0,Non-motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0,Aerococcaceae,Aerococcus,No,276,2.44090908206522,0,0,0,0.903089986991944,0.778151250383644
Aerococcus urinaehominis,1,0,Non-motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0,Aerococcaceae,Aerococcus,No,91,1.95904139232109,0,0,0,0.698970004336019,0.698970004336019
Aerococcus vaginalis,1,0,Non-motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0,Aerococcaceae,Aerococcus,No,2,0.301029995663981,0,0,0,0.301029995663981,0
Aeromonas diversa,1,0,Motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Aeromonadaceae,Aeromonas,No,338,2.52891670027765,0,0,0,0.602059991327962,0.301029995663981
Aeromonas enteropelogenes,1,0,Motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Aeromonadaceae,Aeromonas,No,482,2.68304703823885,0,0,0,1.11394335230684,0.602059991327962
Aeromonas sanarellii,1,0,Motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Aeromonadaceae,Aeromonas,No,252,2.40140054078154,0,0,0,0.698970004336019,0.301029995663981
Aeromonas taiwanensis,1,0,Motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Aeromonadaceae,Aeromonas,No,482,2.68304703823885,0,0,0,0.903089986991944,0.301029995663981
Aeromonas tecta,1,0,Motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Aeromonadaceae,Aeromonas,No,219,2.34044411484012,0,0,0,0.477121254719662,0.301029995663981
Afipia broomeae,1,0,Motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Bradyrhizobiaceae,Afipia,No,38,1.57978359661681,0,0,0,0.602059991327962,0.477121254719662
Afipia clevelandensis,1,0,Motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Bradyrhizobiaceae,Afipia,No,30,1.47712125471966,0,0,0,0.698970004336019,0.477121254719662
Afipia felis,1,0,Motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Bradyrhizobiaceae,Afipia,No,83,1.91907809237607,0,0,0,1.91381385238372,0.477121254719662
Aggregatibacter aphrophilus,1,0,Non-motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Pasteurellaceae,Aggregatibacter,No,394,2.59549622182557,0,0,0,1.76342799356294,1.04139268515823
Aggregatibacter segnis,1,0,Non-motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Pasteurellaceae,Aggregatibacter,No,191,2.28103336724773,0,0,0,1.04139268515823,0.602059991327962
Agrobacterium tumefaciens,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Rhizobiaceae,Agrobacterium,No,9560,3.9804578922761,0,0,0,3.73207194099987,1.30102999566398
Aliivibrio wodanis,1,0,Motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Vibrionaceae,Aliivibrio,No,1066,3.02775720469055,0,0,0,0.845098040014257,1.30102999566398
Alishewanella fetalis,1,0,Motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Alteromonadaceae,Alishewanella,No,7,0.845098040014257,0,0,0,0.954242509439325,0
Alistipes finegoldii,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Rikenellaceae,Alistipes,No,127,2.10380372095596,0,0,0,1.30102999566398,0.698970004336019
Alistipes indistinctus,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Rikenellaceae,Alistipes,No,42,1.6232492903979,0,0,0,0.602059991327962,0.778151250383644
Alistipes onderdonkii,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Rikenellaceae,Alistipes,No,105,2.02118929906994,0,0,0,0.477121254719662,0.602059991327962
Alistipes putredinis,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Rikenellaceae,Alistipes,No,137,2.13672056715641,0,0,0,0.954242509439325,0.301029995663981
Alistipes shahii,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Rikenellaceae,Alistipes,No,19,1.27875360095283,0,0,0,0.778151250383644,0.778151250383644
Alistipes timonensis,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Rikenellaceae,Alistipes,No,133,2.12385164096709,0,0,0,0.301029995663981,0.301029995663981
Allofustis seminis,1,0,na,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0,Carnobacteriaceae,Allofustis,No,49,1.69019608002851,0,0,0,0.477121254719662,0.301029995663981
Alloiococcus otitis,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Carnobacteriaceae,Alloiococcus,No,66,1.81954393554187,0,0,0,1.11394335230684,0.477121254719662
Allomonas enterica,1,0,Motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Vibrionaceae,Allomonas,No,11,1.04139268515823,0,0,0,0.477121254719662,0
Alloprevotella rava,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Prevotellaceae,Alloprevotella,No,556,2.74507479158206,0,0,0,0.602059991327962,0.698970004336019
Alloprevotella tannerae,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Prevotellaceae,Alloprevotella,No,130,2.11394335230684,0,0,0,0.698970004336019,0.301029995663981
Alloscardovia criceti,1,0,Non-motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0,Bifidobacteriaceae,Alloscardovia,No,39,1.5910646070265,0,0,0,0.477121254719662,0.301029995663981
Alloscardovia macacae,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Bifidobacteriaceae,Alloscardovia,No,9,0.954242509439325,0,0,0,0.602059991327962,0
Alloscardovia omnicolens,1,0,Non-motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0,Bifidobacteriaceae,Alloscardovia,No,739,2.86864443839483,0,0,0,1.20411998265592,1.07918124604762
Alysiella crassa,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Neisseriaceae,Alysiella,No,328,2.51587384371168,0,0,0,0.301029995663981,0.301029995663981
Amphritea ceti,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Oceanospirillaceae,Amphritea,No,2,0.301029995663981,0,0,0,0.301029995663981,0
Amycolatopsis benzoatilytica,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Pseudonocardiaceae,Amycolatopsis,No,15,1.17609125905568,0,0,0,0.602059991327962,0.602059991327962
Amycolatopsis kentuckyensis,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Pseudonocardiaceae,Amycolatopsis,No,7,0.845098040014257,0,0,0,0.602059991327962,0
Amycolatopsis lexingtonensis,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Pseudonocardiaceae,Amycolatopsis,No,3,0.477121254719662,0,0,0,0.698970004336019,0
Amycolatopsis orientalis,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Pseudonocardiaceae,Amycolatopsis,No,1106,3.04375512696868,0,0,0,1.93951925261862,0.602059991327962
Amycolatopsis palatopharyngis,1,0,Non-motile,Gram-positive,Yes,Facultatively anaerobic,Not zoonotic,,0,Pseudonocardiaceae,Amycolatopsis,No,5,0.698970004336019,0,0,0,0.778151250383644,0
Amycolatopsis pretoriensis,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Pseudonocardiaceae,Amycolatopsis,No,38,1.57978359661681,0,0,0,0.778151250383644,0.301029995663981
Anaerococcus hydrogenalis,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Peptoniphilaceae,Anaerococcus,No,1462,3.16494737262184,0,0,0,0.477121254719662,0.778151250383644
Anaerococcus lactolyticus,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Peptoniphilaceae,Anaerococcus,No,912,2.95999483832842,0,0,0,0.903089986991944,0.845098040014257
Anaerococcus murdochii,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Peptoniphilaceae,Anaerococcus,No,2,0.301029995663981,0,0,0,0.301029995663981,0
Anaerococcus octavius,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Peptoniphilaceae,Anaerococcus,No,9,0.954242509439325,0,0,0,0.698970004336019,0.602059991327962
Anaerococcus prevotii,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Peptoniphilaceae,Anaerococcus,No,110,2.04139268515822,0,0,0,1.11394335230684,0.778151250383644
Anaerococcus senegalensis,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Peptoniphilaceae,Anaerococcus,No,68,1.83250891270624,0,0,0,0.301029995663981,0
Anaerococcus tetradius,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Peptoniphilaceae,Anaerococcus,No,614,2.78816837114117,0,0,0,1,0.698970004336019
Anaerococcus vaginalis,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Peptoniphilaceae,Anaerococcus,No,191,2.28103336724773,0,0,0,0.845098040014257,0.602059991327962
Anaerofustis stercorihominis,1,0,na,Gram-positive,No,Anaerobic,Not zoonotic,,0,Eubacteriaceae,Anaerofustis,No,38,1.57978359661681,0,0,0,0.301029995663981,0
Anaeroglobus geminatus,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Veillonellaceae,Anaeroglobus,No,384,2.58433122436753,0,0,0,0.778151250383644,0
Anaeroplasma bactoclasticum,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Anaeroplasmataceae,Anaeroplasma,No,2,0.301029995663981,0,0,0,0.477121254719662,0.301029995663981
Anaerostipes butyraticus,1,0,Non-motile,Gram-positive,Yes,Anaerobic,Not zoonotic,,0,Lachnospiraceae,Anaerostipes,No,5,0.698970004336019,0,0,0,0.477121254719662,0
Anaerostipes caccae,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Lachnospiraceae,Anaerostipes,No,271,2.43296929087441,0,0,0,1.41497334797082,0.954242509439325
Anaerostipes hadrus,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Lachnospiraceae,Anaerostipes,No,1092,3.03822263836872,0,0,0,0.954242509439325,0.954242509439325
Anaerostipes rhamnosivorans,1,0,Non-motile,Gram-positive,Yes,Anaerobic,Not zoonotic,,0,Lachnospiraceae,Anaerostipes,No,1,0,0,0,0,0.301029995663981,0
Anaerotruncus colihominis,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Ruminococcaceae,Anaerotruncus,No,282,2.45024910831936,0,0,0,0.954242509439325,0.778151250383644
Anaplasma caudatum,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,Obligate intracellular,0,Anaplasmataceae,Anaplasma,Yes,0,-Inf,0,0,0,0.301029995663981,0
Aquimonas voraii,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Rhodanobacteraceae,Aquimonas,No,44,1.64345267648619,0,0,0,0.698970004336019,0.301029995663981
Arcanobacterium canis,1,0,Non-motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0,Actinomycetaceae,Arcanobacterium,No,31,1.49136169383427,0,0,0,0.602059991327962,0
Arcanobacterium hippocoleae,1,0,Non-motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0,Actinomycetaceae,Arcanobacterium,No,14,1.14612803567824,0,0,0,0.845098040014257,0
Arcanobacterium phocisimile,1,0,Non-motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0,Actinomycetaceae,Arcanobacterium,No,22,1.34242268082221,0,0,0,0.845098040014257,0
Arcobacter trophiarum,1,0,Motile,Gram-negative,No,Microaerophilic,Not zoonotic,,0,Campylobacteraceae,Arcobacter,No,26,1.41497334797082,0,0,0,0.602059991327962,0
Arsenicicoccus dermatophilus,1,0,Non-motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0,Intrasporangiaceae,Arsenicicoccus,No,2,0.301029995663981,0,0,0,0.301029995663981,0
Arsenicicoccus piscis,1,0,Non-motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0,Intrasporangiaceae,Arsenicicoccus,No,2,0.301029995663981,0,0,0,0.477121254719662,0
Arthrobacter agilis,1,0,Motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Micrococcaceae,Arthrobacter,No,130,2.11394335230684,0,0,0,1.38021124171161,0
Arthrobacter gandavensis,1,0,Motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Micrococcaceae,Arthrobacter,No,21,1.32221929473392,0,0,0,0.477121254719662,0
Arthrobacter luteolus,1,0,Motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Micrococcaceae,Arthrobacter,No,85,1.92941892571429,0,0,0,0.778151250383644,0
Arthrobacter nasiphocae,1,0,Motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Micrococcaceae,Arthrobacter,No,2,0.301029995663981,0,0,0,0.477121254719662,0
Arthrobacter rhombi,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Micrococcaceae,Arthrobacter,No,23,1.36172783601759,0,0,0,0.778151250383644,0
Arthrobacter sanguinis,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Micrococcaceae,Arthrobacter,No,59,1.77085201164214,0,0,0,0.477121254719662,0.301029995663981
Arthrobacter woluwensis,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Micrococcaceae,Arthrobacter,No,130,2.11394335230684,0,0,0,0.778151250383644,0.602059991327962
Asaccharobacter celatus,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Eggerthellaceae,Asaccharobacter,No,6,0.778151250383644,0,0,0,0.954242509439325,0.301029995663981
Asaia bogorensis,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Acetobacteraceae,Asaia,No,128,2.10720996964787,0,0,0,1.34242268082221,0
Asaia lannensis,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Acetobacteraceae,Asaia,No,21,1.32221929473392,0,0,0,0.903089986991944,0
Atlantibacter hermannii,1,0,Motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Enterobacteriaceae,Atlantibacter,No,369,2.56702636615906,0,0,0,0.301029995663981,0.845098040014257
Atopobacter phocae,1,0,na,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0,Carnobacteriaceae,Atopobacter,No,169,2.22788670461367,0,0,0,0.602059991327962,0.301029995663981
Atopobium deltae,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Atopobiaceae,Atopobium,No,123,2.0899051114394,0,0,0,0.301029995663981,0.301029995663981
Atopobium fossor,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Atopobiaceae,Atopobium,No,17,1.23044892137827,0,0,0,0.301029995663981,0.301029995663981
Atopobium minutum,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Atopobiaceae,Atopobium,No,132,2.12057393120585,0,0,0,0.845098040014257,0.845098040014257
Atopobium parvulum,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Atopobiaceae,Atopobium,No,223,2.34830486304816,0,0,0,1.11394335230684,0.778151250383644
Atopobium rimae,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Atopobiaceae,Atopobium,No,222,2.34635297445064,0,0,0,1.23044892137827,0.778151250383644
Atopobium vaginae,1,0,Non-motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0,Atopobiaceae,Atopobium,No,417,2.62013605497376,0,0,0,2.19865708695442,0.698970004336019
Aureimonas altamirensis,1,0,Non-motile,Gram-negative,No,Aerobic,Zoonotic,,0,Aurantimonadaceae,Aureimonas,No,161,2.20682587603185,0,0,0,1,0.301029995663981
Auritidibacter ignavus,1,0,Motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Micrococcaceae,Auritidibacter,No,8,0.903089986991944,0,0,0,0.602059991327962,0
Avibacterium avium,1,0,Non-motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Pasteurellaceae,Avibacterium,No,11,1.04139268515823,0,0,0,0.698970004336019,0.301029995663981
Avibacterium endocarditidis,1,0,Non-motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Pasteurellaceae,Avibacterium,No,14,1.14612803567824,0,0,0,0.698970004336019,0
Azospirillum brasilense,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Rhodospirillaceae,Azospirillum,No,1709,3.23274206272074,0,0,0,2.87215627274829,0.845098040014257
Azospirillum spp,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Rhodospirillaceae,Azospirillum,No,0,-Inf,0,0,0,1.78532983501077,0
Bacillus badius,1,0,Non-motile,Gram-positive,Yes,Aerobic,Not zoonotic,Extracellular,0,Bacillaceae,Bacillus,No,870,2.93951925261862,0,0,0,1.6232492903979,0
Bacillus circulans,1,0,Motile,Gram-positive,Yes,Facultatively anaerobic,Not zoonotic,Extracellular,0,Bacillaceae,Bacillus,No,835,2.9216864754836,0,0,0,2.83569057149243,0.602059991327962
Bacillus coagulans,1,0,Motile,Gram-positive,Yes,Facultatively anaerobic,Not zoonotic,Extracellular,0,Bacillaceae,Bacillus,No,6528,3.8147801457458,0,0,0,2.71349054309394,1.41497334797082
Bacillus cytotoxicus,1,0,Motile,Gram-positive,Yes,Facultatively anaerobic,Not zoonotic,Extracellular,0,Bacillaceae,Bacillus,No,287,2.45788189673399,0,0,0,1.14612803567824,0
Bacillus idriensis,1,0,na,Gram-positive,Yes,Aerobic,Not zoonotic,Extracellular,0,Bacillaceae,Bacillus,No,84,1.92427928606188,0,0,0,0.698970004336019,0
Bacillus infantis,1,0,na,Gram-positive,Yes,Aerobic,Not zoonotic,Extracellular,0,Bacillaceae,Bacillus,No,113,2.05307844348342,0,0,0,1.04139268515823,0.477121254719662
Bacillus oleronius,1,0,Non-motile,Gram-negative,Yes,Aerobic,Not zoonotic,Extracellular,0,Bacillaceae,Bacillus,No,73,1.86332286012046,0,0,0,1.39794000867204,0
Bacillus thuringiensis,1,0,Motile,Gram-positive,Yes,Facultatively anaerobic,Not zoonotic,Extracellular,0,Bacillaceae,Bacillus,No,25710,4.41010207664286,0,0,0,3.86021818466876,2.13672056715641
Bacillus xiamenensis,1,0,Motile,Gram-positive,Yes,Aerobic,Not zoonotic,Extracellular,0,Bacillaceae,Bacillus,No,288,2.45939248775923,0,0,0,0.778151250383644,0
Bacteroides acidifaciens,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,8143,3.91078443479284,0,0,0,1.54406804435028,0.778151250383644
Bacteroides barnesiae,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,282,2.45024910831936,0,0,0,0.602059991327962,0.477121254719662
Bacteroides caccae,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,280,2.44715803134222,0,0,0,1.55630250076729,1.14612803567824
Bacteroides cellulosilyticus,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,1204,3.08062648692181,0,0,0,1,2.33645973384853
Bacteroides clarus,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,133,2.12385164096709,0,0,0,0.477121254719662,0.477121254719662
Bacteroides coprocola,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,335,2.52504480703685,0,0,0,0.954242509439325,0.301029995663981
Bacteroides coprophilus,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,1427,3.15442397311465,0,0,0,0.301029995663981,0.698970004336019
Bacteroides dorei,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,705,2.8481891169914,0,0,0,1.55630250076729,1.32221929473392
Bacteroides eggerthii,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,364,2.56110138364906,0,0,0,1.27875360095283,1.50514997831991
Bacteroides faecichinchillae,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,471,2.6730209071289,0,0,0,0.698970004336019,0.301029995663981
Bacteroides faecis,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,284,2.45331834004704,0,0,0,0.845098040014257,0.301029995663981
Bacteroides finegoldii,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,453,2.65609820201283,0,0,0,0.602059991327962,1
Bacteroides fluxus,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,328,2.51587384371168,0,0,0,0.301029995663981,0.301029995663981
Bacteroides galacturonicus,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,7,0.845098040014257,0,0,0,0.602059991327962,0
Bacteroides gallinarum,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,603,2.78031731214015,0,0,0,0.477121254719662,0.477121254719662
Bacteroides helcogenes,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,27,1.43136376415899,0,0,0,0.778151250383644,0.778151250383644
Bacteroides intestinalis,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,6846,3.83543689480186,0,0,0,1.20411998265592,0.954242509439325
Bacteroides massiliensis,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,727,2.86153441085904,0,0,0,1.04139268515823,1.04139268515823
Bacteroides nordii,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,313,2.49554433754645,0,0,0,0.602059991327962,0.602059991327962
Bacteroides oleiciplenus,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,139,2.14301480025409,0,0,0,0.602059991327962,0.845098040014257
Bacteroides ovatus,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,3871,3.58782317131896,0,0,0,2.30102999566398,2.00860017176192
Bacteroides plebeius,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,144,2.15836249209525,0,0,0,1.30102999566398,0.301029995663981
Bacteroides rodentium,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,307,2.48713837547719,0,0,0,0.698970004336019,0.301029995663981
Bacteroides salanitronis,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,26,1.41497334797082,0,0,0,0.778151250383644,0.698970004336019
Bacteroides salyersiae,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,325,2.51188336097887,0,0,0,0.477121254719662,0.845098040014257
Bacteroides stercorirosoris,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,597,2.77597433112937,0,0,0,0.301029995663981,0.301029995663981
Bacteroides stercoris,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,555,2.74429298312268,0,0,0,1.39794000867204,0.845098040014257
Bacteroides thetaiotaomicron,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,9200,3.96378782734556,0,0,0,2.83505610172012,2.40993312333129
Bacteroides uniformis,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,8854,3.94713951764283,0,0,0,2.12057393120585,1.38021124171161
Bacteroides vulgatus,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,2818,3.44994098877334,0,0,0,2.52633927738984,1.53147891704226
Bacteroides xylanisolvens,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Bacteroidaceae,Bacteroides,No,2856,3.45575820310414,0,0,0,1.49136169383427,1.51851393987789
Balneatrix alpica,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Oceanospirillaceae,Balneatrix,No,39,1.5910646070265,0,0,0,0.477121254719662,0.301029995663981
Barnesiella intestinihominis,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Porphyromonadaceae,Barnesiella,No,42,1.6232492903979,0,0,0,0.845098040014257,0.845098040014257
Barnesiella viscericola,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Porphyromonadaceae,Barnesiella,No,14,1.14612803567824,0,0,0,0.602059991327962,0.954242509439325
Bartonella acomydis,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Bartonellaceae,Bartonella,Yes,11,1.04139268515823,0,0,0,0.602059991327962,0
Bartonella ancashensis,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,Facultative intracellular,0,Bartonellaceae,Bartonella,Yes,27,1.43136376415899,0,0,0,0.602059991327962,0
Bartonella bacilliformis,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,Facultative intracellular,0,Bartonellaceae,Bartonella,Yes,898,2.9532763366673,0,0,0,2.36361197989214,1.39794000867204
Bartonella callosciuri,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,Facultative intracellular,0,Bartonellaceae,Bartonella,Yes,11,1.04139268515823,0,0,0,0.477121254719662,0
Bartonella chomelii,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,Facultative intracellular,0,Bartonellaceae,Bartonella,Yes,72,1.85733249643127,0,0,0,0.845098040014257,0
